;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
1584;6.4;0.25;0.74;7.8;0.045;52.0;209.0;0.9956;3.21;0.42;9.2;6
1922;7.0;0.12;0.19;4.9;0.055;27.0;127.0;0.9953;3.29;0.41;9.4;5
3984;7.0;0.32;0.29;7.6;0.025;35.0;124.0;0.99162;3.15;0.65;12.8;7
3365;7.6;0.2;0.26;4.8;0.033;26.0;76.0;0.99076;2.98;0.49;12.3;7
771;6.6;0.16;0.57;1.1;0.13;58.0;140.0;0.9927;3.12;0.39;9.3;7
2315;7.7;0.42;0.38;8.1;0.061;49.0;144.0;0.9966;3.4;0.58;11.0;6
4395;6.6;0.24;0.22;12.3;0.051;35.0;146.0;0.99676;3.1;0.67;9.4;5
1132;6.8;0.39;0.31;14.35;0.043;28.0;162.0;0.9988;3.17;0.54;9.1;5
938;6.2;0.35;0.29;7.3;0.044;56.0;244.0;0.9956;3.36;0.55;10.0;6
4000;6.4;0.24;0.49;5.8;0.053;25.0;120.0;0.9942;3.01;0.98;10.5;6
2394;6.3;0.695;0.55;12.9;0.056;58.0;252.0;0.99806;3.29;0.49;8.7;5
946;8.2;0.345;1.0;18.2;0.047;55.0;205.0;0.99965;2.96;0.43;9.6;5
2692;6.9;0.31;0.32;1.2;0.024;20.0;166.0;0.99208;3.05;0.54;9.8;6
2701;6.5;0.23;0.36;16.3;0.038;43.0;133.0;0.99924;3.26;0.41;8.8;5
4185;6.9;0.24;0.4;15.4;0.052;81.0;198.0;0.9986;3.2;0.69;9.4;5
2493;7.6;0.31;0.23;12.7;0.054;20.0;139.0;0.99836;3.16;0.5;9.7;4
1016;6.8;0.37;0.47;11.2;0.071;44.0;136.0;0.9968;2.98;0.88;9.2;5
2231;6.9;0.25;0.35;9.2;0.034;42.0;150.0;0.9947;3.21;0.36;11.5;6
1923;8.2;0.37;0.27;1.7;0.028;10.0;59.0;0.9923;2.97;0.48;10.4;5
4448;7.3;0.3;0.25;2.5;0.045;32.0;122.0;0.99329;3.18;0.54;10.3;5
4110;7.6;0.4;0.27;1.2;0.053;23.0;193.0;0.99164;3.22;0.38;11.6;5
301;8.3;0.2;0.35;0.9;0.05;12.0;74.0;0.992;3.13;0.38;10.5;6
3176;7.3;0.2;0.39;2.3;0.048;24.0;87.0;0.99044;2.94;0.35;12.0;6
391;6.5;0.36;0.32;1.1;0.031;13.0;66.0;0.9916;3.1;0.46;10.6;5
857;8.2;0.4;0.48;13.7;0.042;59.0;169.0;0.9986;3.1;0.52;9.4;5
2072;6.6;0.23;0.27;5.6;0.043;43.0;164.0;0.9953;3.27;0.76;9.5;5
3735;6.1;0.22;0.46;1.8;0.16;34.0;74.0;0.9884;3.19;0.33;13.4;6
1127;6.4;0.125;0.29;5.85;0.042;24.0;99.0;0.992;3.23;0.32;12.0;7
3296;6.6;0.28;0.42;8.2;0.044;60.0;196.0;0.99562;3.14;0.48;9.4;5
772;6.6;0.21;0.6;1.1;0.135;61.0;144.0;0.9927;3.12;0.39;9.3;7
3736;6.5;0.32;0.48;8.0;0.026;18.0;88.0;0.99144;3.22;0.79;12.7;4
2539;6.2;0.27;0.18;1.5;0.028;20.0;111.0;0.99228;3.41;0.5;10.0;5
2356;7.1;0.34;0.32;2.0;0.051;29.0;130.0;0.99354;3.3;0.5;10.4;6
3065;7.0;0.15;0.38;15.3;0.045;54.0;120.0;0.9975;3.18;0.42;9.8;6
1288;7.2;0.32;0.33;1.4;0.029;29.0;109.0;0.9902;3.15;0.51;12.8;7
760;6.9;0.18;0.38;8.1;0.049;44.0;176.0;0.9958;3.3;0.54;9.8;6
807;6.2;0.29;0.26;13.1;0.046;55.0;204.0;0.99745;3.16;0.41;9.6;6
2145;7.2;0.2;0.31;10.0;0.054;49.0;165.0;0.997;3.4;0.42;9.9;6
2513;6.9;0.34;0.36;1.4;0.032;13.0;145.0;0.99214;3.07;0.52;9.8;5
730;6.5;0.23;0.33;13.8;0.042;25.0;139.0;0.99695;3.35;0.56;10.4;6
3553;5.7;0.22;0.22;16.65;0.044;39.0;110.0;0.99855;3.24;0.48;9.0;6
2841;5.5;0.375;0.38;1.7;0.036;17.0;98.0;0.99142;3.29;0.39;10.5;6
4021;7.0;0.23;0.42;1.1;0.062;35.0;100.0;0.99318;3.04;0.4;9.2;5
2401;9.2;0.16;0.49;2.0;0.044;18.0;107.0;0.99514;3.1;0.53;10.2;4
1973;7.5;0.26;0.26;18.35;0.084;33.0;139.0;1.0011;3.17;0.39;8.8;5
3115;6.3;0.17;0.32;4.2;0.04;37.0;117.0;0.99182;3.24;0.43;11.3;6
4702;6.4;0.69;0.09;7.6;0.044;34.0;144.0;0.9948;3.26;0.38;10.1;6
1958;7.4;0.32;0.55;16.6;0.056;53.0;238.0;1.0017;2.96;0.58;8.7;6
3840;6.7;0.37;0.25;2.5;0.028;24.0;84.0;0.9909;3.14;0.36;11.7;6
3922;6.7;0.31;0.3;2.4;0.038;30.0;83.0;0.98867;3.09;0.36;12.8;7
2084;7.9;0.17;0.32;1.6;0.053;47.0;150.0;0.9948;3.29;0.76;9.6;6
963;6.1;0.19;0.25;4.0;0.023;23.0;112.0;0.9923;3.37;0.51;11.6;6
3570;6.9;0.26;0.27;4.2;0.031;20.0;80.0;0.99089;3.12;0.39;11.5;6
909;7.5;0.24;0.31;13.0;0.049;46.0;217.0;0.9985;3.08;0.53;8.8;5
3467;6.6;0.24;0.27;10.3;0.047;54.0;219.0;0.99742;3.04;0.45;8.8;5
2520;7.5;0.41;0.23;14.8;0.054;28.0;174.0;0.99898;3.18;0.49;9.7;5
1046;6.5;0.19;0.1;1.3;0.046;23.0;107.0;0.9937;3.29;0.45;10.0;5
3468;6.6;0.16;0.36;1.1;0.031;27.0;93.0;0.98884;3.23;0.34;13.2;8
2227;7.7;0.27;0.61;12.0;0.046;64.0;179.0;0.9982;3.07;0.46;8.9;5
2350;7.9;0.31;0.22;13.3;0.048;46.0;212.0;0.99942;3.47;0.59;10.0;5
2090;7.2;0.25;0.19;8.0;0.044;51.0;172.0;0.9964;3.16;0.44;9.2;5
1844;6.1;0.34;0.46;4.7;0.029;21.0;94.0;0.991;3.29;0.62;12.3;6
297;7.2;0.19;0.46;3.8;0.041;82.0;187.0;0.9932;3.19;0.6;11.2;7
1125;6.3;0.55;0.45;13.0;0.047;33.0;182.0;0.9974;3.2;0.46;9.2;6
3209;6.4;0.21;0.34;16.05;0.04;56.0;142.0;0.99678;3.11;0.38;10.6;5
1855;8.0;0.22;0.28;14.0;0.053;83.0;197.0;0.9981;3.14;0.45;9.8;6
4189;6.4;0.21;0.21;5.1;0.097;21.0;105.0;0.9939;3.07;0.46;9.6;5
4782;6.7;0.3;0.5;12.1;0.045;38.0;127.0;0.9974;3.04;0.53;8.9;6
1105;5.5;0.32;0.45;4.9;0.028;25.0;191.0;0.9922;3.51;0.49;11.5;7
2775;7.0;0.36;0.32;10.05;0.045;37.0;131.0;0.99352;3.09;0.33;11.7;8
3525;5.3;0.36;0.27;6.3;0.028;40.0;132.0;0.99186;3.37;0.4;11.6;6
106;7.1;0.12;0.32;9.6;0.054;64.0;162.0;0.9962;3.4;0.41;9.4;5
710;6.1;0.25;0.24;12.1;0.046;51.0;172.0;0.998;3.35;0.45;9.5;5
538;6.1;0.24;0.3;1.5;0.045;22.0;61.0;0.992;3.31;0.54;10.4;5
1700;6.7;0.26;0.3;1.8;0.043;25.0;121.0;0.9944;3.44;0.61;10.2;6
652;7.1;0.26;0.34;14.4;0.067;35.0;189.0;0.9986;3.07;0.53;9.1;7
3561;7.0;0.48;0.12;4.5;0.05;23.0;86.0;0.99398;2.86;0.35;9.0;5
4283;6.0;0.2;0.26;6.8;0.049;22.0;93.0;0.9928;3.15;0.42;11.0;6
3920;7.4;0.25;0.37;2.6;0.05;24.0;132.0;0.99138;3.04;0.53;11.2;6
145;6.3;0.255;0.37;1.1;0.04;37.0;114.0;0.9905;3.0;0.39;10.9;6
3000;6.7;0.18;0.28;10.2;0.039;29.0;115.0;0.99469;3.11;0.45;10.9;7
2130;7.0;0.35;0.24;1.9;0.04;21.0;144.0;0.9923;3.35;0.38;11.0;5
74;6.7;0.23;0.31;2.1;0.046;30.0;96.0;0.9926;3.33;0.64;10.7;8
3637;8.7;0.3;0.34;4.8;0.018;23.0;127.0;0.99474;3.12;0.49;11.2;7
1050;7.3;0.24;0.34;7.5;0.048;29.0;152.0;0.9962;3.1;0.54;9.0;5
1995;8.4;0.2;0.38;11.8;0.055;51.0;170.0;1.0004;3.34;0.82;8.9;6
471;6.5;0.38;0.34;3.4;0.036;34.0;200.0;0.9937;3.14;0.76;10.0;5
3431;7.1;0.18;0.39;15.25;0.047;45.0;158.0;0.99946;3.34;0.77;9.1;6
2285;7.4;0.33;0.26;15.6;0.049;67.0;210.0;0.99907;3.06;0.68;9.5;5
314;5.8;0.34;0.21;6.6;0.04;50.0;167.0;0.9941;3.29;0.62;10.0;5
3383;6.4;0.22;0.32;4.9;0.046;50.0;156.0;0.99316;3.38;0.55;11.2;6
1101;6.3;0.17;0.42;2.8;0.028;45.0;107.0;0.9908;3.27;0.43;11.8;6
3541;8.1;0.26;0.27;4.3;0.03;43.0;123.0;0.99212;3.16;0.33;11.2;6
940;6.2;0.34;0.28;7.5;0.034;40.0;197.0;0.99485;3.14;0.6;9.7;5
4724;6.1;0.32;0.33;10.7;0.036;27.0;98.0;0.99521;3.34;0.52;10.2;6
4139;6.8;0.18;0.35;5.4;0.054;53.0;143.0;0.99287;3.1;0.54;11.0;7
911;6.2;0.33;0.19;5.6;0.042;22.0;143.0;0.99425;3.15;0.63;9.9;5
4339;6.8;0.24;0.29;2.0;0.044;15.0;96.0;0.99232;3.23;0.64;10.4;8
4818;6.0;0.27;0.4;1.7;0.021;18.0;82.0;0.9891;3.24;0.95;13.1333333333;6
2391;6.5;0.24;0.29;8.2;0.043;32.0;156.0;0.99453;3.13;0.7;10.1;6
49;6.9;0.19;0.35;5.0;0.067;32.0;150.0;0.995;3.36;0.48;9.8;5
1962;8.2;0.21;0.48;1.4;0.041;11.0;99.0;0.9958;3.17;0.57;9.9;5
1639;7.9;0.22;0.49;3.8;0.042;26.0;105.0;0.993;3.1;0.39;10.5;5
2760;7.7;0.16;0.36;5.9;0.054;25.0;148.0;0.99578;3.25;0.54;10.2;6
2931;5.2;0.155;0.33;1.6;0.028;13.0;59.0;0.98975;3.3;0.84;11.9;8
1202;6.4;0.3;0.38;7.8;0.046;35.0;192.0;0.9955;3.1;0.37;9.0;5
1889;7.6;0.15;0.4;1.3;0.036;24.0;112.0;0.9932;3.14;0.76;10.0;5
3927;6.5;0.22;0.31;3.9;0.046;17.0;106.0;0.99098;3.15;0.31;11.5;5
3334;6.6;0.425;0.25;2.35;0.034;23.0;87.0;0.99082;3.05;0.41;11.4;6
2953;6.0;0.28;0.25;1.8;0.042;8.0;108.0;0.9929;3.08;0.55;9.0;5
4783;6.7;0.3;0.5;12.1;0.045;38.0;127.0;0.9974;3.04;0.53;8.9;6
3401;8.8;0.19;0.3;5.0;0.028;34.0;120.0;0.99242;2.94;0.47;11.2;5
4672;4.9;0.335;0.14;1.3;0.036;69.0;168.0;0.99212;3.47;0.46;10.4666666667;5
2036;5.7;0.27;0.32;1.2;0.046;20.0;155.0;0.9934;3.8;0.41;10.2;6
4074;6.6;0.35;0.19;10.5;0.06;15.0;82.0;0.99588;3.13;0.38;9.9;4
1039;7.5;0.17;0.34;1.4;0.035;13.0;102.0;0.9918;3.05;0.74;11.0;5
828;7.1;0.16;0.36;10.7;0.044;20.0;90.0;0.9959;3.16;0.44;10.9;7
4694;6.9;0.19;0.31;19.25;0.043;38.0;167.0;0.99954;2.93;0.52;9.1;7
2729;6.5;0.29;0.31;1.7;0.035;24.0;79.0;0.99053;3.27;0.69;11.4;7
3185;6.5;0.21;0.4;7.3;0.041;49.0;115.0;0.99268;3.21;0.43;11.0;6
265;6.9;0.29;0.4;19.45;0.043;36.0;156.0;0.9996;2.93;0.47;8.9;5
4594;5.8;0.42;0.3;2.2;0.035;26.0;129.0;0.989;3.32;0.47;12.9;6
1138;9.2;0.28;0.46;3.2;0.058;39.0;133.0;0.996;3.14;0.58;9.5;5
610;6.5;0.36;0.28;3.2;0.037;29.0;119.0;0.9908;3.25;0.65;12.4;8
2613;6.6;0.36;0.52;10.1;0.05;29.0;140.0;0.99628;3.07;0.4;9.4;5
543;6.7;0.24;0.41;8.7;0.036;29.0;148.0;0.9952;3.22;0.62;9.9;6
3679;7.1;0.2;0.27;9.6;0.037;19.0;105.0;0.99444;3.04;0.37;10.5;7
989;7.7;0.28;0.39;8.9;0.036;8.0;117.0;0.9935;3.06;0.38;12.0;7
4132;7.4;0.31;0.26;8.6;0.048;47.0;206.0;0.9964;3.26;0.36;9.1;5
3623;6.8;0.45;0.28;26.05;0.031;27.0;122.0;1.00295;3.06;0.42;10.6;6
734;6.9;0.38;0.25;9.8;0.04;28.0;191.0;0.9971;3.28;0.61;9.2;5
4608;6.2;0.36;0.27;3.2;0.032;13.0;73.0;0.98942;2.9;0.69;12.6;7
2506;6.6;0.32;0.34;7.7;0.044;63.0;212.0;0.99526;3.22;0.48;9.7;6
4558;5.9;0.21;0.23;7.9;0.033;22.0;130.0;0.9944;3.38;0.59;10.9;6
4170;7.4;0.16;0.3;13.7;0.056;33.0;168.0;0.99825;2.9;0.44;8.7;7
4586;5.4;0.29;0.38;1.2;0.029;31.0;132.0;0.98895;3.28;0.36;12.4;6
4610;5.9;0.44;0.36;2.5;0.03;12.0;73.0;0.99201;3.22;0.48;10.8;6
2661;7.2;0.3;0.26;1.5;0.041;46.0;178.0;0.99154;3.19;0.56;11.3;6
4755;6.6;0.29;0.73;2.2;0.027;21.0;92.0;0.99;3.12;0.48;12.4;6
1136;6.0;0.26;0.42;5.2;0.027;70.0;178.0;0.9914;3.4;0.4;12.3;8
1367;7.6;0.27;0.24;3.8;0.058;19.0;115.0;0.9958;3.15;0.45;8.9;5
3505;6.0;0.2;0.32;3.0;0.031;26.0;118.0;0.99134;3.38;0.68;11.2;7
711;8.2;0.27;0.43;1.6;0.035;31.0;128.0;0.9916;3.1;0.5;12.3;6
2853;5.3;0.16;0.39;1.0;0.028;40.0;101.0;0.99156;3.57;0.59;10.6;6
726;6.4;0.24;0.31;2.8;0.038;41.0;114.0;0.99155;3.37;0.66;11.7;7
2497;6.8;0.21;0.36;18.1;0.046;32.0;133.0;1.0;3.27;0.48;8.8;5
485;6.2;0.18;0.38;1.5;0.028;36.0;117.0;0.993;3.47;0.54;9.7;6
4675;5.7;0.21;0.37;4.5;0.04;58.0;140.0;0.99332;3.29;0.62;10.6;6
4788;6.4;0.31;0.31;12.9;0.045;55.0;161.0;0.99546;3.02;0.59;10.2;5
1074;6.2;0.55;0.45;12.0;0.049;27.0;186.0;0.9974;3.17;0.5;9.3;6
4828;6.4;0.23;0.35;10.3;0.042;54.0;140.0;0.9967;3.23;0.47;9.2;5
218;5.7;0.28;0.24;17.5;0.044;60.0;167.0;0.9989;3.31;0.44;9.4;5
4062;7.4;0.36;0.32;1.9;0.036;27.0;119.0;0.99196;3.15;0.49;11.2;6
1472;7.8;0.21;0.49;1.35;0.052;6.0;48.0;0.9911;3.15;0.28;11.4;5
841;8.7;0.23;0.32;13.4;0.044;35.0;169.0;0.99975;3.12;0.47;8.8;7
3581;7.2;0.26;0.24;7.0;0.023;19.0;130.0;0.99176;3.14;0.49;12.8;7
2444;7.6;0.285;0.32;14.6;0.063;32.0;201.0;0.998;3.0;0.45;9.2;5
1117;8.1;0.45;0.34;8.3;0.037;33.0;216.0;0.9976;3.31;0.64;9.7;5
420;7.0;0.22;0.31;2.7;0.03;41.0;136.0;0.9898;3.16;0.37;12.7;7
3806;7.0;0.39;0.21;10.7;0.098;13.0;91.0;0.99657;3.03;0.47;9.3;5
4763;5.3;0.4;0.25;3.9;0.031;45.0;130.0;0.99072;3.31;0.58;11.75;7
293;6.2;0.28;0.22;7.3;0.041;26.0;157.0;0.9957;3.44;0.64;9.8;7
2216;7.8;0.3;0.37;1.3;0.051;16.0;96.0;0.9941;3.32;0.62;10.0;5
3610;6.7;0.35;0.48;8.8;0.056;35.0;167.0;0.99628;3.04;0.47;9.4;5
3489;6.7;0.28;0.31;7.4;0.041;7.0;81.0;0.99254;3.04;0.47;11.4;8
4163;7.2;0.26;0.38;1.5;0.061;12.0;120.0;0.99192;3.18;0.46;10.4;5
2954;6.4;0.29;0.3;2.9;0.036;25.0;79.0;0.99037;3.29;0.6;12.4;7
429;7.1;0.31;0.47;13.6;0.056;54.0;197.0;0.9978;3.1;0.49;9.3;5
3184;6.2;0.1;0.41;1.0;0.04;17.0;76.0;0.98988;3.14;0.56;11.4;7
1270;8.0;0.22;0.42;14.6;0.044;45.0;163.0;1.0003;3.21;0.69;8.6;7
2474;6.1;0.27;0.31;1.5;0.035;17.0;83.0;0.99076;3.32;0.44;11.1;7
3784;6.5;0.25;0.27;17.4;0.064;29.0;140.0;0.99776;3.2;0.49;10.1;6
2104;6.0;0.16;0.3;6.7;0.043;43.0;153.0;0.9951;3.63;0.46;10.6;5
2932;6.4;0.25;0.32;11.3;0.038;69.0;192.0;0.99573;3.14;0.5;10.2;6
3267;5.8;0.23;0.2;2.0;0.043;39.0;154.0;0.99226;3.21;0.39;10.2;6
4591;7.0;0.33;0.78;9.9;0.042;21.0;251.0;0.99435;3.01;0.55;11.0;6
1376;6.9;0.27;0.41;1.7;0.047;6.0;134.0;0.9929;3.15;0.69;11.4;6
1405;6.3;0.39;0.24;6.9;0.069;9.0;117.0;0.9942;3.15;0.35;10.2;4
1551;6.6;0.19;0.99;1.2;0.122;45.0;129.0;0.9936;3.09;0.31;8.7;6
1298;7.3;0.34;0.39;5.2;0.04;45.0;163.0;0.9925;3.3;0.47;12.4;6
4109;5.0;0.255;0.22;2.7;0.043;46.0;153.0;0.99238;3.75;0.76;11.3;6
4883;4.9;0.47;0.17;1.9;0.035;60.0;148.0;0.98964;3.27;0.35;11.5;6
4003;6.8;0.14;0.35;1.5;0.047;40.0;117.0;0.99111;3.07;0.72;11.1;6
2802;5.6;0.15;0.31;5.3;0.038;8.0;79.0;0.9923;3.3;0.39;10.5;6
2151;7.7;0.28;0.35;15.3;0.056;31.0;117.0;0.9998;3.27;0.5;9.6;5
129;6.1;0.3;0.56;2.7;0.046;46.0;184.0;0.9924;3.31;0.57;10.9;6
1369;7.4;0.64;0.47;14.15;0.168;42.0;185.0;0.9984;2.9;0.49;9.3;5
340;7.4;0.2;0.43;7.8;0.045;27.0;153.0;0.9964;3.19;0.55;9.0;7
4650;5.6;0.695;0.06;6.8;0.042;9.0;84.0;0.99432;3.44;0.44;10.2;5
3787;6.4;0.34;0.44;8.2;0.043;54.0;201.0;0.99551;3.18;0.48;9.5;5
2165;7.0;0.35;0.31;1.8;0.069;15.0;162.0;0.9944;3.18;0.47;9.4;5
3402;7.7;0.46;0.18;3.3;0.054;18.0;143.0;0.99392;3.12;0.51;10.8;6
4630;5.7;0.25;0.32;12.2;0.041;43.0;127.0;0.99524;3.23;0.53;10.4;7
39;7.3;0.24;0.39;17.95;0.057;45.0;149.0;0.9999;3.21;0.36;8.6;5
1650;7.6;0.31;0.49;3.95;0.044;27.0;131.0;0.9912;3.08;0.67;12.8;7
2778;7.6;0.39;0.32;3.6;0.035;22.0;93.0;0.99144;3.08;0.6;12.5;7
579;6.0;0.38;0.26;6.0;0.034;42.0;134.0;0.9912;3.38;0.38;12.3;7
2717;6.8;0.16;0.29;10.4;0.046;59.0;143.0;0.99518;3.2;0.4;10.8;6
2848;6.6;0.31;0.07;1.5;0.033;55.0;144.0;0.99208;3.16;0.42;10.0;5
4720;6.6;0.27;0.32;1.3;0.044;18.0;93.0;0.99044;3.11;0.56;12.25;5
4814;5.7;0.4;0.35;5.1;0.026;17.0;113.0;0.99052;3.18;0.67;12.4;6
2158;7.4;0.18;0.27;1.3;0.048;26.0;105.0;0.994;3.52;0.66;10.6;6
1642;7.3;0.19;0.49;15.55;0.058;50.0;134.0;0.9998;3.42;0.36;9.1;7
4344;6.7;0.27;0.69;1.2;0.176;36.0;106.0;0.99288;2.96;0.43;9.2;6
3159;6.9;0.19;0.32;7.9;0.042;30.0;130.0;0.99456;3.4;0.39;10.5;6
1386;5.6;0.49;0.13;4.5;0.039;17.0;116.0;0.9907;3.42;0.9;13.7;7
3589;6.8;0.19;0.71;17.5;0.042;21.0;114.0;0.99784;2.85;0.5;9.5;6
2197;7.3;0.18;0.29;1.0;0.036;26.0;101.0;0.99;3.09;0.37;11.7;6
1743;8.3;0.3;0.36;10.0;0.042;33.0;169.0;0.9982;3.23;0.51;9.3;6
1049;6.1;0.37;0.36;4.7;0.035;36.0;116.0;0.991;3.31;0.62;12.6;6
423;7.0;0.21;0.28;8.6;0.045;37.0;221.0;0.9954;3.25;0.54;10.4;6
3482;5.4;0.45;0.27;6.4;0.033;20.0;102.0;0.98944;3.22;0.27;13.4;8
2362;6.5;0.18;0.29;1.7;0.035;39.0;144.0;0.9927;3.49;0.5;10.5;6
1820;6.8;0.3;0.35;2.8;0.038;10.0;164.0;0.9912;3.09;0.53;12.0;6
1072;8.2;0.29;0.33;9.1;0.036;28.0;118.0;0.9953;2.96;0.4;10.9;7
3226;5.7;0.2;0.3;2.5;0.046;38.0;125.0;0.99276;3.34;0.5;9.9;6
1064;8.1;0.26;0.37;1.9;0.072;48.0;159.0;0.9949;3.37;0.7;10.9;6
2355;7.6;0.48;0.33;7.0;0.024;14.0;130.0;0.9918;3.25;0.45;12.5;7
2610;6.3;0.27;0.46;11.1;0.053;44.0;177.0;0.99691;3.18;0.67;9.4;5
2080;6.8;0.36;0.32;1.6;0.039;10.0;124.0;0.9948;3.3;0.67;9.6;5
1042;7.3;0.49;0.32;5.2;0.043;18.0;104.0;0.9952;3.24;0.45;10.7;4
2981;8.5;0.23;0.28;11.1;0.033;30.0;97.0;0.99507;3.03;0.39;10.5;7
628;7.0;0.32;0.24;6.2;0.048;31.0;228.0;0.9957;3.23;0.62;9.4;6
1561;9.1;0.28;0.49;2.0;0.059;10.0;112.0;0.9958;3.15;0.46;10.1;5
1157;7.8;0.3;0.29;16.85;0.054;23.0;135.0;0.9998;3.16;0.38;9.0;6
679;5.7;0.32;0.38;4.75;0.033;23.0;94.0;0.991;3.42;0.42;11.8;7
487;6.6;0.34;0.28;1.3;0.035;32.0;90.0;0.9916;3.1;0.42;10.7;6
2043;7.4;0.18;0.34;2.7;0.03;30.0;107.0;0.992;2.97;0.53;11.0;6
1729;7.5;0.22;0.33;6.7;0.036;45.0;138.0;0.9939;3.2;0.68;11.4;6
3473;6.5;0.3;0.27;4.0;0.038;37.0;97.0;0.99026;3.2;0.6;12.6;8
4222;6.1;0.38;0.14;3.9;0.06;27.0;113.0;0.99344;3.07;0.34;9.2;4
4676;6.5;0.25;0.32;9.9;0.045;41.0;128.0;0.99636;3.18;0.52;9.6;6
94;7.5;0.17;0.32;1.7;0.04;51.0;148.0;0.9916;3.21;0.44;11.5;7
111;7.2;0.27;0.46;18.75;0.052;45.0;255.0;1.0;3.04;0.52;8.9;5
1204;5.0;0.33;0.16;1.5;0.049;10.0;97.0;0.9917;3.48;0.44;10.7;6
387;6.3;0.39;0.35;5.9;0.04;82.5;260.0;0.9941;3.12;0.66;10.1;5
3633;6.6;0.3;0.25;8.0;0.036;21.0;124.0;0.99362;3.06;0.38;10.8;6
2913;7.7;0.18;0.3;1.2;0.046;49.0;199.0;0.99413;3.03;0.38;9.3;5
1762;6.4;0.17;0.27;1.5;0.037;20.0;98.0;0.9916;3.46;0.42;11.0;7
1808;7.5;0.33;0.39;12.4;0.065;29.0;119.0;0.9974;3.16;0.39;9.4;5
3991;6.9;0.2;0.41;1.1;0.06;36.0;104.0;0.99317;2.99;0.39;9.2;5
4897;6.0;0.21;0.38;0.8;0.02;22.0;98.0;0.98941;3.26;0.32;11.8;6
1897;7.5;0.29;0.67;8.1;0.037;53.0;166.0;0.9966;2.9;0.41;8.9;6
3454;5.8;0.54;0.0;1.4;0.033;40.0;107.0;0.98918;3.26;0.35;12.4;5
4879;6.6;0.34;0.4;8.1;0.046;68.0;170.0;0.99494;3.15;0.5;9.53333333333;6
1503;6.8;0.36;0.24;4.6;0.039;24.0;124.0;0.9909;3.27;0.34;12.6;7
1511;8.8;0.23;0.74;3.2;0.042;15.0;126.0;0.9934;3.02;0.51;11.2;6
2220;7.0;0.22;0.32;1.6;0.045;40.0;120.0;0.9914;2.98;0.44;10.5;6
4057;6.6;0.17;0.36;1.9;0.036;38.0;110.0;0.99056;3.05;0.54;11.4;6
3821;6.9;0.28;0.28;12.2;0.042;52.0;139.0;0.99522;3.03;0.56;10.4;6
2545;7.2;0.22;0.24;1.4;0.041;17.0;159.0;0.99196;3.25;0.53;11.2;6
155;7.4;0.24;0.42;14.0;0.066;48.0;198.0;0.9979;2.89;0.42;8.9;6
1728;6.8;0.3;0.24;6.6;0.123;35.0;116.0;0.9953;3.07;0.48;9.4;5
370;6.9;0.33;0.21;1.0;0.053;39.0;148.0;0.9927;3.12;0.45;9.4;6
25;7.0;0.25;0.32;9.0;0.046;56.0;245.0;0.9955;3.25;0.5;10.4;6
723;6.6;0.33;0.31;1.3;0.02;29.0;89.0;0.99035;3.26;0.44;12.4;8
4703;5.9;0.12;0.28;1.4;0.037;36.0;83.0;0.99074;3.33;0.42;10.9;7
1450;7.8;0.43;0.49;13.0;0.033;37.0;158.0;0.9955;3.14;0.35;11.3;6
66;6.4;0.26;0.24;6.4;0.04;27.0;124.0;0.9903;3.22;0.49;12.6;7
1550;7.9;0.18;0.49;5.2;0.051;36.0;157.0;0.9953;3.18;0.48;10.6;6
929;6.1;0.36;0.58;15.0;0.044;42.0;115.0;0.9978;3.15;0.51;9.0;5
597;7.0;0.29;0.37;4.9;0.034;26.0;127.0;0.9928;3.17;0.44;10.8;6
4436;6.7;0.28;0.28;4.5;0.051;14.0;92.0;0.99224;3.36;0.58;11.9;6
4385;6.4;0.26;0.21;8.2;0.05;51.0;182.0;0.99542;3.23;0.48;9.5;5
4418;6.6;0.22;0.23;17.3;0.047;37.0;118.0;0.99906;3.08;0.46;8.8;6
3144;6.2;0.23;0.36;17.2;0.039;37.0;130.0;0.99946;3.23;0.43;8.8;6
1877;8.0;0.2;0.36;1.2;0.032;21.0;78.0;0.9921;3.08;0.37;10.4;6
3375;7.8;0.22;0.26;9.0;0.047;38.0;132.0;0.997;3.25;0.53;10.2;6
2082;7.5;0.33;0.32;11.1;0.036;25.0;119.0;0.9962;3.15;0.34;10.5;6
513;7.4;0.36;0.33;1.4;0.025;27.0;55.0;0.9915;3.21;0.33;11.2;6
4510;6.8;0.33;0.3;2.1;0.047;35.0;147.0;0.9886;3.24;0.56;13.4;6
2835;6.3;0.25;0.22;3.3;0.048;41.0;161.0;0.99256;3.16;0.5;10.5;6
1247;7.2;0.21;0.34;1.1;0.046;25.0;80.0;0.992;3.25;0.4;11.3;6
1705;6.6;0.25;0.31;1.5;0.035;32.0;127.0;0.9921;3.41;0.47;11.3;6
2614;6.15;0.21;0.37;3.2;0.021;20.0;80.0;0.99076;3.39;0.47;12.0;5
3841;6.6;0.21;0.5;8.7;0.036;41.0;191.0;0.99294;2.96;0.56;11.0;6
634;6.1;0.17;0.28;4.5;0.033;46.0;150.0;0.9933;3.43;0.49;10.9;6
3896;6.7;0.26;0.29;7.7;0.038;40.0;179.0;0.99479;3.23;0.56;10.4;6
3439;6.7;0.4;0.22;8.8;0.052;24.0;113.0;0.99576;3.22;0.45;9.4;5
1997;8.4;0.2;0.38;11.8;0.055;51.0;170.0;1.0004;3.34;0.82;8.9;6
